"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","yr_sold","age","renovated","dist"
"1115",4037200295,2014-08-19,525000,3,1.75,1520,8835,1,0,0,4,7,1520,0,1957,0,98008,47.6054,-122.118,1760,8580,2014,57,0,16069.4479225419
"1116",7258200055,2015-02-06,262000,4,2.5,1560,7800,2,0,0,3,7,1560,0,1997,0,98168,47.514,-122.316,1160,7800,2015,18,0,10334.669282827
"1117",9178600560,2014-06-23,690000,2,1,970,4560,1,0,0,4,7,970,0,1907,0,98103,47.6561,-122.332,1500,4560,2014,107,0,5554.84765620092
"1118",255520260,2015-03-24,624000,5,3.75,3570,14648,2,0,0,3,9,3570,0,2005,0,98019,47.7377,-121.974,3160,7882,2015,10,0,30575.0525910847
"1119",751000060,2014-05-06,353000,3,1,1350,7740,1,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740,2014,67,0,11937.3286157684
"1120",3343900326,2015-03-11,552500,4,3.5,3710,10400,2,0,0,3,8,2290,1420,2002,0,98056,47.5041,-122.186,1720,4276,2015,13,0,15800.4501117887
"1121",7137900320,2014-05-09,224500,4,1,1430,8355,1.5,0,0,4,7,1430,0,1983,0,98092,47.3178,-122.174,1550,7938,2014,31,0,34238.5730972688
"1122",2641800060,2015-04-27,239000,3,1,940,8571,1,0,0,3,6,940,0,1950,0,98146,47.5006,-122.336,1100,8573,2015,65,0,11758.9893042233
"1123",293760310,2014-07-11,975000,5,4.5,4300,12250,2,0,0,3,10,4300,0,2004,0,98029,47.5557,-122.027,3950,12250,2014,10,0,23589.6740014228
"1124",7237501180,2014-06-25,1200000,4,1.75,3990,13470,2,0,0,3,11,3990,0,2006,0,98059,47.5305,-122.131,5790,13709,2014,8,0,17296.0097276453
"1125",5332200550,2015-03-25,505000,3,1,1380,4000,1.5,0,0,3,7,1380,0,1910,0,98112,47.6261,-122.296,1690,4000,2015,105,0,3499.3871174284
"1126",3450300240,2014-05-15,302000,4,1.75,2020,7865,1,0,0,4,7,1010,1010,1963,0,98059,47.5008,-122.162,1650,7865,2014,51,0,17348.8303125752
"1127",9352900695,2014-09-22,170000,3,1,1480,5670,1,0,0,3,6,780,700,1944,0,98106,47.5175,-122.36,760,5040,2014,70,0,10094.0056800129
"1128",3324069070,2014-07-07,195000,2,1,1190,27007,1,0,0,4,5,1190,0,1910,0,98027,47.524,-122.04,1730,12632,2014,104,0,23772.181225515
"1129",8062900070,2014-09-09,272000,5,1.5,2550,6300,1,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.172,1380,6300,2014,55,0,16756.4725929763
"1130",8062900070,2015-02-13,369000,5,1.5,2550,6300,1,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.172,1380,6300,2015,56,0,16756.4725929763
"1131",4427100030,2015-01-14,332500,3,1.5,1500,6332,1,0,0,3,7,1500,0,1953,0,98125,47.7274,-122.312,1500,6337,2015,62,0,13575.8066543595
"1132",4039100400,2015-05-06,515000,3,2.5,3000,8250,1,0,0,4,8,1760,1240,1963,0,98008,47.6191,-122.112,2040,8250,2015,52,0,16579.671567594
"1133",2171400126,2014-06-05,269000,3,1,1690,4250,1,0,0,3,7,1020,670,1967,0,98178,47.4945,-122.258,1820,8865,2014,47,0,13623.8898629634
"1134",7135520810,2014-07-30,1278000,4,4,4390,17832,1,0,0,4,11,2430,1960,1994,0,98059,47.5283,-122.143,3090,12369,2014,20,0,16641.3127292617
"1135",2475201180,2015-02-06,303000,3,2.5,1560,4100,2,0,0,3,7,1560,0,1985,0,98055,47.4733,-122.189,1660,4400,2015,30,0,18289.8535649116
"1136",4024100951,2015-01-05,420000,7,3,2940,8624,1,0,0,3,8,1690,1250,1977,0,98155,47.7555,-122.307,1850,8031,2015,38,0,16726.1227507275
"1137",6021502830,2014-11-10,4e+05,3,1,1130,4100,1,0,0,3,7,990,140,1941,0,98117,47.6856,-122.385,1800,4100,2014,73,0,9688.32530470704
"1138",7710100083,2015-02-04,225000,3,1,1020,8437,1,0,0,5,6,1020,0,1987,0,98022,47.2093,-122,1420,8500,2015,28,0,50774.9323246661
"1139",2781270550,2014-09-16,219000,2,2,1310,2550,2,0,0,3,6,1310,0,2004,0,98038,47.3496,-122.022,1310,2550,2014,10,0,36881.9780291602
"1140",200510060,2014-12-31,605000,3,2.5,2570,9487,2,0,3,3,9,2570,0,1989,0,98011,47.7408,-122.216,2490,9898,2014,25,0,17327.5161172353
"1141",9554200105,2014-10-14,625000,4,2,2020,6867,1,0,0,5,8,1010,1010,1942,0,98115,47.7,-122.292,1250,6842,2014,72,0,10866.1116603873
"1142",3320000810,2015-02-24,380000,5,2,1680,3240,1,0,0,3,5,840,840,1906,0,98144,47.5965,-122.311,1380,1260,2015,109,0,1916.85984296191
"1143",643500060,2015-04-24,620000,4,2,1770,7700,1.5,0,0,4,7,1770,0,1962,0,98007,47.5916,-122.146,1710,7700,2015,53,0,14063.7410225029
"1144",2537500140,2014-06-27,687500,4,2.75,3190,10970,2,0,0,3,10,3190,0,1994,0,98075,47.5862,-122.029,2850,8416,2014,20,0,22861.8982317722
"1145",5112800421,2014-07-23,225500,4,2,1440,7950,1,0,0,5,6,1440,0,1962,0,98058,47.4517,-122.082,1530,20037,2014,52,0,25479.2470029876
"1146",3352402236,2014-12-15,252500,3,2,1150,6000,1,0,0,5,7,1150,0,1956,0,98178,47.498,-122.263,1980,6360,2014,58,0,13115.9876535366
"1147",3905100520,2014-10-29,510000,3,2.5,1860,3658,2,0,0,3,8,1860,0,1994,0,98029,47.5703,-122.004,1840,3739,2014,20,0,24955.7442864209
"1148",6332940070,2014-05-07,510000,4,2.5,2430,5203,2,0,0,3,8,2430,0,2003,0,98155,47.7402,-122.317,2260,7474,2014,11,0,14959.6921035127
"1149",809002435,2014-08-08,725000,3,2.5,1940,4000,1.5,0,0,5,7,1940,0,1906,0,98109,47.6372,-122.352,1440,4000,2014,108,0,3760.07829343076
"1150",3421079032,2015-02-17,75000,1,0,670,43377,1,0,0,3,3,670,0,1966,0,98022,47.2638,-121.906,1160,42882,2015,49,0,49822.1807931787
"1151",3797000295,2015-03-12,492000,2,1,880,2970,1,0,0,3,7,880,0,1927,0,98103,47.6868,-122.349,1370,3060,2015,88,0,9061.42794715958
"1152",1775801260,2015-03-11,425000,4,2.5,1930,14196,1,0,0,4,7,1330,600,1977,0,98072,47.7407,-122.097,1470,12852,2015,38,0,23124.1704975343
"1153",4055701200,2015-04-21,1955000,4,2.75,3120,7898,1,1,4,4,8,1560,1560,1963,0,98034,47.7165,-122.259,2630,13868,2015,52,0,13446.1970001195
"1154",7137960030,2015-03-09,298900,3,2.5,1830,6162,2,0,0,3,8,1830,0,1994,0,98092,47.3291,-122.17,1860,7017,2015,21,0,33171.0068397112
"1155",7880010060,2015-04-06,699000,4,2.5,3230,40319,2,0,0,4,10,3230,0,1987,0,98027,47.4856,-122.069,2990,40234,2015,28,0,23896.9818437472
"1156",3797001920,2014-07-02,310000,2,1,700,3000,1,0,0,4,6,700,0,1918,0,98103,47.6846,-122.346,1560,4500,2014,96,0,8789.48762773811
"1157",3901100055,2014-12-22,350000,3,1.75,1010,8580,1,0,0,3,7,1010,0,1961,0,98033,47.6703,-122.174,1500,8580,2014,53,0,13840.0529301251
"1158",8069000075,2014-12-29,790000,4,1.75,2460,10061,1,1,4,3,7,1410,1050,1961,0,98178,47.5105,-122.238,2300,10061,2014,53,0,12785.291316659
"1159",1541700240,2014-07-29,305000,4,2.5,2230,5000,2,0,0,3,8,2230,0,2003,0,98031,47.3919,-122.184,2230,6137,2014,11,0,26327.8905387868
"1160",6064800710,2014-10-02,315000,3,2.5,1570,2865,2,0,0,3,7,1570,0,2003,0,98118,47.5412,-122.288,1610,2582,2014,11,0,7957.71803576811
"1161",1865810060,2014-08-12,267500,5,3.5,2390,6600,2,0,0,5,7,2390,0,1977,0,98042,47.3737,-122.115,1140,6600,2014,37,0,30603.0646939134
"1162",7533800295,2014-08-19,1750000,4,3.25,3460,7749,2,0,1,3,10,3020,440,1950,1998,98115,47.6849,-122.273,3030,8680,2014,64,0,9818.25756802365
"1163",5415300060,2014-08-13,435000,6,3.5,2400,8620,2,0,0,3,8,1640,760,1987,0,98034,47.7152,-122.162,1940,7350,2014,27,0,17603.3659200566
"1164",3876100320,2014-09-05,482500,6,4.5,2940,7500,1.5,0,0,4,8,2940,0,1966,0,98034,47.7208,-122.182,2010,7500,2014,48,0,17011.2446549817
"1165",1247600105,2014-10-20,5110800,5,5.25,8010,45517,2,1,4,3,12,5990,2020,1999,0,98033,47.6767,-122.211,3430,26788,2014,15,0,12003.7886822071
"1166",3705900238,2014-08-28,439995,3,1.75,1570,8400,1,0,0,4,7,1570,0,1959,0,98133,47.76,-122.34,1860,8639,2014,55,0,17131.1714583228
"1167",3876200070,2015-05-08,460000,3,3,1520,7500,1,0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000,2015,48,0,17633.6441739471
"1168",4388000140,2014-07-29,194000,3,1,1070,6440,1,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.373,1190,6532,2014,43,0,32163.1183791645
"1169",3523029041,2014-10-09,290000,2,0.75,440,8313,1,1,3,4,5,440,0,1943,0,98070,47.4339,-122.512,880,26289,2014,71,0,23469.0425885633
"1170",3110800260,2014-07-15,274700,4,2,2440,9600,1,0,0,5,7,1220,1220,1963,0,98031,47.4142,-122.179,1370,9600,2014,51,0,24276.3667514435
"1171",3131201290,2015-03-17,9e+05,4,2.5,2660,3672,2,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825,2015,105,0,6119.41732714608
"1172",1117200390,2014-05-07,1150000,4,4,4460,103382,2,0,0,3,11,4460,0,2001,0,98053,47.634,-121.997,3470,88519,2014,13,0,25333.6537432205
"1173",8956000350,2014-09-03,605000,3,2.5,2010,3667,2,0,0,3,9,2010,0,2008,0,98027,47.545,-122.015,2350,3600,2014,6,0,24768.9108735348
"1174",7853210140,2015-03-09,359000,3,2.5,1450,3850,2,0,0,3,7,1450,0,2004,0,98065,47.5318,-121.85,1970,3748,2015,11,0,37144.3576901219
"1175",3250500140,2014-10-08,850000,3,1.75,1400,9900,1,0,0,3,7,1400,0,1951,0,98004,47.6272,-122.209,1810,10796,2014,63,0,9528.51878545346
"1176",2767601375,2014-08-21,505000,3,2,1500,2500,2,0,0,3,8,1500,0,2002,0,98107,47.6748,-122.385,1550,5000,2014,12,0,8605.78208956528
"1177",9465910320,2014-07-09,565000,3,2.5,2500,7394,2,0,0,3,9,2500,0,1990,0,98072,47.7441,-122.173,2790,7642,2014,24,0,19438.7683187836
"1178",3334000055,2015-04-29,585000,2,1.75,1280,7110,1,0,0,4,7,1000,280,1955,0,98118,47.5569,-122.273,1550,6835,2015,60,0,7057.80795940927
"1179",7893800335,2015-04-30,328000,4,3.25,3380,7500,2,0,3,3,7,2420,960,1990,0,98198,47.4092,-122.33,1920,7500,2015,25,0,21930.5082056614
"1180",3586500700,2014-07-09,749950,4,2.75,2910,18700,1,0,0,3,9,2210,700,1957,1995,98177,47.7557,-122.368,2420,26140,2014,57,0,16858.3569587838
"1181",3630180400,2014-06-26,826000,4,2.5,3060,7140,2,0,0,3,9,3060,0,2006,0,98027,47.5393,-121.998,3240,6218,2014,8,0,26173.44716716
"1182",3210950510,2014-09-04,535000,3,1,1330,40259,1,0,0,4,7,1330,0,1977,0,98024,47.552,-121.89,1710,34787,2014,37,0,33742.3682916175
"1183",1224069074,2014-08-06,925000,4,2.5,3300,101930,2,0,0,4,10,3300,0,1991,0,98029,47.576,-121.976,2880,213879,2014,23,0,26945.0022181728
"1184",7625700935,2014-06-05,875000,3,3.5,3250,6000,2,0,0,3,10,2500,750,2001,0,98136,47.5533,-122.391,1650,6000,2014,13,0,7364.7950371746
"1185",7856610200,2014-05-23,902000,4,2.25,2530,9200,1,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400,2014,38,0,14421.0545080654
"1186",7287100135,2014-10-01,423000,3,1,1830,13900,1,0,0,3,7,1830,0,1951,0,98133,47.7654,-122.352,1840,10667,2014,63,0,17784.6982137532
"1187",1023059324,2014-06-23,235000,3,1,1170,11100,1,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481,2014,46,0,17653.5509691122
"1188",6398000171,2014-07-10,545000,2,2,2930,14057,1,0,2,4,8,1680,1250,1980,0,98070,47.4025,-122.463,2234,61011,2014,34,0,24720.2120402171
"1189",6149700350,2014-10-16,343000,2,1,1230,7560,1,0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,7560,2014,53,0,13771.8286167951
"1190",9558020890,2015-03-24,334950,3,2.5,1620,2930,2,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943,2015,13,0,23664.6243347625
"1191",2624049185,2014-09-09,405000,3,1.75,1760,5355,1,0,0,3,7,1160,600,1956,0,98118,47.5368,-122.267,1790,6225,2014,58,0,9142.720944146
"1192",236400260,2014-12-15,220000,4,1,1440,8250,1,0,0,3,7,1440,0,1959,0,98188,47.4325,-122.291,1440,8466,2014,55,0,19581.5103559124
"1193",3826000560,2014-10-02,173000,2,1,1740,8100,1,0,0,3,6,1050,690,1947,0,98168,47.4942,-122.304,960,8100,2014,67,0,12645.2796343486
"1194",7011201245,2014-11-07,655000,3,1,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600,2014,108,0,4437.35656365845
"1195",9222400510,2015-01-07,406000,2,1,880,3000,1,0,0,3,6,880,0,1924,0,98115,47.6749,-122.323,890,3000,2015,91,0,7678.04669980273
"1196",9455200570,2014-12-17,632000,6,2.5,2560,8320,1,0,0,3,7,1370,1190,1961,0,98125,47.7021,-122.287,2360,7800,2014,53,0,11198.3899548763
"1197",2112700030,2014-11-26,357000,5,2.75,1540,4000,1,0,0,3,7,1140,400,1990,0,98106,47.533,-122.354,1630,4000,2014,24,0,8312.93840174131
"1198",8658300260,2014-12-09,361000,3,1.75,1150,17585,1,0,0,3,7,1150,0,1964,0,98014,47.6503,-121.908,1200,7500,2014,50,0,32193.4843011481
"1199",3996900160,2014-07-08,277000,2,1,770,8149,1,0,0,3,6,770,0,1948,0,98155,47.7458,-122.298,1160,8149,2014,66,0,15748.987141651
"1200",5561400340,2014-06-05,630000,4,3.75,4610,40202,1,0,0,4,10,2500,2110,1980,0,98027,47.4599,-122,3050,41056,2014,34,0,29803.5143412224
"1201",11900140,2014-05-09,254000,3,2.5,1850,4597,2,0,0,3,8,1850,0,2003,0,98042,47.3755,-122.136,2210,5000,2014,11,0,29616.0686097157
"1202",6071600340,2014-11-13,472800,3,2.25,1840,8400,1,0,0,3,8,1290,550,1961,0,98006,47.5497,-122.172,2110,8400,2014,53,0,13568.4363347785
"1203",1231000510,2014-09-22,263000,3,1.75,1490,3800,1,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,2014,101,0,7329.67056239373
"1204",1231000510,2015-05-04,510000,3,1.75,1490,3800,1,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,2015,102,0,7329.67056239373
"1205",7683800192,2014-11-07,179950,3,1,960,10125,1,0,0,4,7,960,0,1952,0,98003,47.3335,-122.305,1250,9769,2014,62,0,30425.242610072
"1206",4123400340,2014-12-03,525000,4,2.25,1580,7307,1,0,0,3,8,1160,420,1973,0,98027,47.569,-122.086,2020,7458,2014,41,0,18935.7302972979
"1207",5458300685,2014-05-20,479000,3,2.5,1260,889,3,0,0,3,8,1260,0,2008,0,98109,47.6277,-122.345,1340,1324,2014,6,0,2581.71208396459
"1208",194000505,2014-09-04,651000,3,2,1940,6440,1,0,2,5,7,970,970,1940,0,98116,47.5664,-122.389,1730,4640,2014,74,0,6154.7691412378
"1209",3885804305,2014-09-11,949000,4,1.75,2490,7834,1,0,3,4,8,1240,1250,1958,0,98033,47.6851,-122.209,3210,7834,2014,56,0,12742.6931444372
"1210",3971700560,2015-04-21,392400,5,2.5,2520,27951,1.5,0,0,3,7,1890,630,1942,1970,98155,47.7733,-122.318,1830,14373,2015,73,0,18631.4694720462
"1211",8585400135,2014-11-05,585000,4,1.75,1760,5356,1,0,0,4,7,920,840,1950,0,98115,47.679,-122.288,1680,5184,2014,64,0,8753.04874201636
"1212",8691500990,2014-12-12,460000,4,2.5,4190,7504,2,0,0,3,7,4190,0,2004,0,98058,47.4394,-122.114,2480,6727,2014,10,0,24770.5776855656
"1213",2770606685,2014-08-13,470000,3,1,1170,4400,1,0,0,3,7,870,300,1951,0,98199,47.6584,-122.391,1240,4400,2014,63,0,7299.94917072042
"1214",8856971000,2015-04-06,245000,3,2.5,1600,4271,2,0,0,3,7,1600,0,2003,0,98038,47.386,-122.036,1520,3225,2015,12,0,33118.3656286453
"1215",1026049082,2014-11-25,5e+05,4,2,2760,27631,2,0,0,4,8,1800,960,1978,0,98155,47.7484,-122.291,2490,13158,2014,36,0,16126.5888428635
"1216",2095800400,2014-11-13,455000,3,2.5,2090,8653,2,0,0,3,8,2090,0,1989,0,98011,47.7498,-122.184,2090,6396,2014,25,0,19461.5174101217
"1217",7852030240,2015-04-08,485500,4,2.5,2320,3974,2,0,0,3,7,2320,0,1999,0,98065,47.532,-121.88,2620,4539,2015,16,0,34946.1490325423
"1218",6321000045,2014-12-22,1875000,5,3.25,4110,7920,2,0,3,3,9,3150,960,1921,0,98122,47.617,-122.282,3890,7800,2014,93,0,3947.36235295673
"1219",3751600030,2014-07-17,1e+05,2,1,770,17334,1,0,0,3,7,770,0,1978,0,98001,47.2997,-122.269,1480,17334,2014,36,0,34448.4423399163
"1220",4046500510,2014-09-05,307000,3,1.75,1410,16105,1,0,0,3,7,1410,0,1982,0,98014,47.6927,-121.913,1550,18615,2014,32,0,32871.0948875103
"1221",8029520240,2014-10-10,475000,4,3.5,3660,14401,2,0,0,3,10,2660,1000,1994,0,98023,47.3076,-122.396,2780,10653,2014,20,0,33586.1563350952
"1222",7016310030,2015-02-19,330000,4,2.5,2180,7210,1,0,0,3,7,1190,990,1972,0,98011,47.7419,-122.181,2070,7210,2015,43,0,18880.4095513842
"1223",1238500451,2015-02-09,130000,3,1,1110,7520,1,0,0,4,7,1110,0,1960,0,98033,47.683,-122.176,1440,8400,2015,55,0,14496.6503615529
"1224",4401150070,2014-06-23,320000,3,2.5,2280,7417,2,0,0,3,8,2280,0,1998,0,98001,47.3557,-122.278,2370,6443,2014,16,0,28181.001371493
"1225",3331000070,2014-06-06,735000,4,2.5,2820,6180,2,0,0,3,9,2050,770,2013,0,98118,47.5529,-122.281,1390,4635,2014,1,1,7066.01938826678
"1226",2636900126,2015-03-12,365000,4,2.5,1570,9600,1,0,0,3,7,800,770,1972,0,98155,47.7757,-122.303,1340,9110,2015,43,0,18994.2307364558
"1227",1842900030,2015-04-16,234000,3,1.5,1200,11935,1,0,0,4,7,1200,0,1968,0,98042,47.3434,-122.082,1350,11935,2015,47,0,34784.4825298603
"1228",1761300310,2014-08-27,211000,4,2,1710,8288,1.5,0,0,3,7,1710,0,1970,0,98031,47.3947,-122.174,1710,7200,2014,44,0,26376.0347877958
"1229",5249800729,2015-03-30,680000,6,3.5,3000,6320,2,0,2,3,8,2400,600,1969,0,98118,47.562,-122.279,1720,6360,2015,46,0,6332.94387138017
"1230",5104511600,2014-11-12,457000,4,3,2800,7845,2,0,0,3,8,2800,0,2002,0,98038,47.3544,-122.013,2800,6977,2014,12,0,36905.8626980984
"1231",8663370060,2014-10-09,349000,3,2.25,1640,7261,2,0,0,3,7,1640,0,1989,0,98034,47.7192,-122.176,1640,6789,2014,25,0,17181.398007768
"1232",613400030,2014-10-24,360000,3,2.75,2030,6840,1,0,0,3,7,1210,820,1979,0,98108,47.5413,-122.299,1910,6365,2014,35,0,7640.33414136376
"1233",6004510240,2015-04-14,350000,4,2.5,2530,10155,2,0,0,3,8,2530,0,1998,0,98042,47.351,-122.146,2330,7205,2015,17,0,31671.7475903557
"1234",1450100070,2015-04-30,208000,3,1,990,7420,1,0,0,5,6,990,0,1960,0,98002,47.2898,-122.221,1010,7420,2015,55,0,36200.880764883
"1235",6117501820,2014-06-18,250275,2,1,790,11234,1,0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871,2014,72,0,18400.4923806235
"1236",6117501820,2015-04-28,435000,2,1,790,11234,1,0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871,2015,73,0,18400.4923806235
"1237",5420300240,2014-12-05,270000,3,1.75,1800,7763,1,0,0,3,6,1470,330,1984,0,98030,47.3766,-122.184,1440,7483,2014,30,0,27881.1127309537
"1238",4140900140,2014-05-27,438000,3,1.75,1650,12940,1,0,0,4,7,1650,0,1961,0,98028,47.7629,-122.268,2830,12600,2014,53,0,18093.1181654662
"1239",1630700135,2014-11-19,659000,4,2,1980,23625,2,0,0,3,8,1980,0,1938,1984,98072,47.7553,-122.092,2300,24640,2014,76,0,24480.5279884745
"1240",5166700055,2015-05-04,645000,4,2.75,2340,6350,1,0,0,4,7,1310,1030,1974,0,98126,47.5559,-122.379,2020,6350,2015,41,0,6614.7958261227
"1241",3224600310,2014-10-30,685100,4,2.5,2790,5423,2,0,0,3,9,2790,0,1999,0,98074,47.6085,-122.017,2450,6453,2014,15,0,23650.3974467776
"1242",7227802030,2014-06-23,350000,7,3,2800,9569,1,0,2,3,7,1400,1400,1963,0,98056,47.5102,-122.183,2150,7333,2014,51,0,15481.0659229685
"1243",226059078,2015-02-27,375000,2,1,1840,81892,1,0,0,3,6,1840,0,1955,0,98072,47.7694,-122.124,2550,40089,2015,60,0,23942.3468353911
"1244",1796100140,2014-07-15,170000,3,1.5,1350,81549,1,0,0,2,7,1350,0,1966,0,98092,47.3099,-122.09,2220,93825,2014,48,0,37682.6178047317
"1245",5309100140,2014-06-24,880000,4,2.5,3030,3841,3,0,0,3,9,3030,0,2005,0,98117,47.6781,-122.369,1080,4922,2014,9,0,8468.85588936148
"1246",8658300510,2015-04-19,410500,4,2.5,1980,5000,2,0,0,3,8,1980,0,2008,0,98014,47.6492,-121.908,1400,8500,2015,7,0,32175.3705161493
"1247",8691300060,2014-10-23,780000,4,2.5,3690,13609,2,0,2,3,10,3690,0,1996,0,98075,47.5872,-121.972,3600,13609,2014,18,0,27114.4848981499
"1248",9103000393,2014-09-10,1225000,5,4.5,3732,4426,2.5,0,0,3,10,2932,800,2001,0,98112,47.6189,-122.288,2950,4000,2014,13,0,3598.80463335282
"1249",8682281170,2014-11-13,449000,2,1.75,1510,6852,1,0,0,3,8,1510,0,2005,0,98053,47.7073,-122.012,1510,5912,2014,9,0,26509.1756649485
"1250",472000055,2014-05-14,546000,3,1.75,2000,5000,1,0,0,4,7,1110,890,1921,0,98117,47.6859,-122.399,1750,5000,2014,93,0,10192.5704092647
"1251",2473400570,2014-05-16,317000,3,2,1760,11410,1,0,0,5,7,1060,700,1977,0,98058,47.4528,-122.163,1680,9165,2014,37,0,21287.4062817887
"1252",3449500135,2014-06-25,276900,3,1,1270,7566,1,0,0,4,7,1270,0,1958,0,98056,47.5074,-122.175,1780,7520,2014,56,0,16132.3939662088
"1253",1926049355,2014-10-28,399000,5,2,2620,7030,1,0,0,3,8,1420,1200,1965,0,98133,47.7338,-122.352,1360,7964,2014,49,0,14282.4846653833
"1254",8650000070,2014-08-08,495000,5,2.75,2630,10165,1,0,0,4,8,1690,940,1976,0,98027,47.5196,-122.049,2440,10165,2014,38,0,23348.4706962383
"1255",8732131200,2014-08-08,258000,3,1.75,2270,9000,1,0,0,4,8,1330,940,1978,0,98023,47.3077,-122.381,2090,8400,2014,36,0,33432.0861507845
"1256",1624079051,2014-07-10,6e+05,2,2.5,2410,102366,1,0,0,4,7,1940,470,1912,1989,98024,47.5629,-121.918,2460,310582,2014,102,0,31464.1266914835
"1257",993001629,2014-11-17,265000,3,2.75,1120,881,3,0,0,3,8,1120,0,1999,0,98103,47.6914,-122.343,1120,1087,2014,15,0,9519.58058767069
"1258",3832711040,2015-04-24,321000,5,2.75,3030,7000,1,0,0,4,7,1540,1490,1978,0,98032,47.3661,-122.28,1790,7330,2015,37,0,27013.6355061542
"1259",5244801230,2014-08-29,682000,5,2.25,2120,4000,1.5,0,0,4,7,1720,400,1910,0,98109,47.644,-122.353,1960,4000,2014,104,0,4490.55126075338
"1260",2798600240,2014-11-14,295700,4,2.5,1720,5805,2,0,0,3,8,1720,0,2000,0,98092,47.3286,-122.208,2360,7700,2014,14,0,32282.5939722364
"1261",5701800030,2014-05-06,609000,4,2.5,2150,37981,2,0,0,3,9,2150,0,1985,0,98052,47.7227,-122.098,2450,37981,2014,29,0,21822.2408601941
"1262",7636800041,2014-06-25,995000,3,4.5,4380,47044,2,1,3,3,9,3720,660,1968,1990,98166,47.4734,-122.365,2460,18512,2014,46,0,14988.5507694662
"1263",3904901200,2014-08-18,530000,3,2.25,2010,11817,2,0,0,4,8,2010,0,1986,0,98029,47.5665,-122.023,2190,10168,2014,28,0,23625.0417025427
"1264",4109600055,2014-12-29,614000,5,2.5,3150,5150,2,0,0,5,8,1870,1280,1907,2004,98118,47.5506,-122.269,1550,5150,2014,107,1,7794.93013243734
"1265",3339400349,2014-11-24,390000,3,2.5,2500,21780,1,0,0,3,8,1770,730,1986,0,98092,47.3282,-122.198,2670,23400,2014,28,0,32550.6133934794
"1266",7202340370,2014-11-10,467000,3,2.5,1690,6642,2,0,0,3,7,1690,0,2004,0,98053,47.6793,-122.033,2120,5080,2014,10,0,23863.2841082091
"1267",9477500060,2014-08-13,484000,6,2.5,3300,13501,1,0,0,3,8,2060,1240,1980,0,98059,47.5116,-122.163,2060,8745,2014,34,0,16500.5244513956
"1268",4310701600,2014-11-13,340000,3,2.5,1240,1115,3,0,0,3,8,1240,0,2003,0,98103,47.6985,-122.34,1410,1355,2014,11,0,10291.8526634238
"1269",2215450060,2014-12-23,302495,3,2.5,2200,7201,2,0,0,3,8,2200,0,1994,0,98030,47.3821,-122.207,2250,7240,2014,20,0,26662.2077947594
"1270",2919702075,2014-09-25,532500,3,1.75,1620,3360,1,0,0,5,7,980,640,1927,0,98117,47.6886,-122.361,1400,3840,2014,87,0,9425.30237519923
"1271",8079030350,2014-09-10,441500,3,2.5,2420,9592,2,0,0,3,8,1780,640,1993,0,98059,47.5093,-122.153,2420,9145,2014,21,0,17244.8041805539
"1272",7893804340,2014-07-24,470000,4,2.5,2680,8062,1,0,3,4,7,1530,1150,1967,0,98198,47.4132,-122.328,1920,8600,2014,47,0,21486.8734605724
"1273",4389200765,2014-06-25,2300000,4,3.25,4250,8570,2,0,0,3,9,4250,0,2004,0,98004,47.6154,-122.21,2830,12821,2014,10,0,9220.35301745519
"1274",1822069116,2014-12-17,590000,3,2.5,2400,99752,1,0,0,3,9,2400,0,1996,0,98058,47.3917,-122.084,2800,98010,2014,18,0,30303.7804975756
"1275",7276100282,2014-07-29,320000,3,1.75,2300,12000,1,0,0,3,8,1770,530,1942,0,98133,47.7599,-122.343,2030,6000,2014,72,0,17129.2952237774
"1276",567000392,2014-11-03,363000,2,2,920,1201,2,0,0,3,8,800,120,2009,0,98144,47.5926,-122.295,1150,1161,2014,5,1,3169.78322871831
"1277",5729200030,2014-07-07,747500,4,2.25,2350,18600,2,0,0,4,9,2350,0,1977,0,98028,47.7473,-122.257,2880,14400,2014,37,0,16685.3403330898
"1278",8682220390,2014-07-23,750000,2,2.5,2630,7957,2,0,0,3,8,2630,0,2003,0,98053,47.7106,-122.023,2305,7220,2014,11,0,25926.697102673
